token	tag_cafeteria_binary
no	O
effect	O
when	O
PE	O
was	O
given	O
in	O
ethanol	O
relative	O
to	O
its	O
control	O
.	O
Aortic	O
fatty	O
streak	O
area	O
(	O
AFSA	O
)	O
was	O
significantly	O
reduced	O
in	O
the	O
groups	O
receiving	O
PE	O
in	O
ethanol	O
(	O
-32	O
%	O
)	O
or	O
PE	O
in	O
water	O
(	O
-29	O
%	O
)	O
in	O
comparison	O
with	O
their	O
respective	O
controls	O
.	O
Ethanol	O
significantly	O
reduced	O
AFSA	O
by	O
60	O
%	O
(	O
Group	O
E	O
-	O
PE	O
vs.	O
Group	O
W	O
-	O
PE	O
)	O
or	O
62	O
%	O
(	O
Group	O
E	O
+	O
PE	O
vs.	O
Group	O
W	O
+	O
PE	O
)	O
.	O
These	O
data	O
suggest	O
that	O
ethanol	O
is	O
a	O
complementary	O
component	O
of	O
phenolics	O
in	O
the	O
benefits	O
of	O
red	B
wine	I
for	O
hamsters	O
and	O
that	O
chronic	O
ingestion	O
of	O
PE	O
in	O
ethanol	O
prevents	O
the	O
development	O
of	O
atherosclerosis	O
through	O
several	O
mechanisms	O
.	O
With	O
moderate	O
consumption	O
of	O
red	B
wine	I
,	O
ethanol	O
can	O
improve	O
the	O
effects	O
of	O
phenolic	O
compounds	O
.	O
However	O
,	O
alcohol	B
-	I
free	I
red	I
wine	I
appears	O
to	O
be	O
a	O
very	O
good	O
alternative	O
to	O
red	B
wine	I
.	O
A	O
population	O
-	O
based	O
,	O
incident	O
case	O
-	O
control	O
study	O
was	O
conducted	O
in	O
Utah	O
to	O
assess	O
the	O
relationship	O
between	O
fluid	O
intake	O
and	O
bladder	O
cancer	O
.	O
Cancer	O
cases	O
(	O
n	O
=	O
419	O
)	O
were	O
identified	O
through	O
the	O
Utah	O
Cancer	O
Registry	O
,	O
and	O
controls	O
(	O
n	O
=	O
889	O
)	O
were	O
obtained	O
through	O
random	O
digit	O
dialing	O
and	O
the	O
Health	O
Care	O
Financing	O
Administration	O
.	O
After	O
adjustment	O
for	O
cigarette	O
smoking	O
,	O
age	O
,	O
sex	O
,	O
history	O
of	O
diabetes	O
,	O
and	O
history	O
of	O
bladder	O
infections	O
using	O
multiple	O
logistic	O
regression	O
analysis	O
,	O
total	O
fluid	O
intake	O
was	O
not	O
found	O
to	O
be	O
related	O
to	O
bladder	O
cancer	O
development	O
.	O
Specific	O
fluids	O
related	O
to	O
bladder	O
cancer	O
risk	O
were	O
milk	B
intake	I
(	O
OR	O
=	O
0.64	O
)	O
and	O
caffeinated	O
coffee	B
intake	I
(	O
OR	O
=	O
1.60	O
)	O
.	O
A	O
linear	O
trend	O
for	O
a	O
dose	O
-	O
response	O
protective	O
effect	O
was	O
observed	O
for	O
milk	B
,	O
while	O
coffee	B
increased	O
risk	O
only	O
when	O
40	O
or	O
more	O
cups	O
were	O
consumed	O
per	O
week	O
.	O
Alcohol	B
increased	O
risk	O
only	O
when	O
consumed	O
at	O
high	O
levels	O
(	O
over	O
3.64	O
ounces	O
or	O
103	O
g	O
per	O
week	O
)	O
by	O
people	O
who	O
never	O
smoked	O
cigarettes	O
(	O
OR	O
=	O
2.37	O
)	O
.	O
Likewise	O
,	O
tea	B
consumption	I
in	O
non	O
-	O
cigarette	O
smokers	O
increased	O
bladder	O
cancer	O
risk	O
(	O
OR	O
=	O
2.25	O
)	O
.	O
Results	O
from	O
this	O
study	O
suggest	O
that	O
types	O
of	O
fluids	O
consumed	O
may	O
play	O
a	O
role	O
in	O
the	O
development	O
of	O
bladder	O
cancer	O
.	O
Furthermore	O
,	O
it	O
is	O
hypothesized	O
that	O
the	O
dietary	O
components	O
of	O
these	O
beverages	B
may	O
be	O
related	O
to	O
the	O
development	O
of	O
bladder	O
cancer	O
.	O
Reduced	O
rank	O
regression	O
(	O
RRR	O
)	O
is	O
an	O
innovative	O
technique	O
to	O
establish	O
dietary	O
patterns	O
related	O
to	O
biochemical	O
risk	O
factors	O
for	O
type	O
2	O
diabetes	O
,	O
but	O
has	O
not	O
been	O
applied	O
in	O
sub	O
-	O
Saharan	O
Africa	O
.	O
In	O
a	O
hospital	O
-	O
based	O
case	O
-	O
control	O
study	O
for	O
type	O
2	O
diabetes	O
in	O
Kumasi	O
(	O
diabetes	O
cases	O
,	O
538	O
;	O
controls	O
,	O
668	O
)	O
dietary	O
intake	O
was	O
assessed	O
by	O
a	O
specific	O
food	O
frequency	O
questionnaire	O
.	O
After	O
random	O
split	O
of	O
our	O
study	O
population	O
,	O
we	O
derived	O
a	O
dietary	O
pattern	O
in	O
the	O
training	O
set	O
using	O
RRR	O
with	O
adiponectin	O
,	O
HDL	O
-	O
cholesterol	O
and	O
triglycerides	O
as	O
responses	O
and	O
35	O
food	O
items	O
as	O
predictors	O
.	O
This	O
pattern	O
score	O
was	O
applied	O
to	O
the	O
validation	O
set	O
,	O
and	O
its	O
association	O
with	O
type	O
2	O
diabetes	O
was	O
examined	O
by	O
logistic	O
regression	O
.	O
The	O
dietary	O
pattern	O
was	O
characterized	O
by	O
a	O
high	O
consumption	O
of	O
plantain	B
,	O
cassava	B
,	O
and	O
garden	O
egg	B
,	O
and	O
a	O
low	O
intake	O
of	O
rice	B
,	O
juice	B
,	O
vegetable	B
oil	I
,	O
eggs	B
,	O
chocolate	B
drink	I
,	O
sweets	B
,	O
and	O
red	B
meat	I
;	O
the	O
score	O
correlated	O
positively	O
with	O
serum	O
triglycerides	O
and	O
negatively	O
with	O
adiponectin	O
.	O
The	O
multivariate	O
-	O
adjusted	O
odds	O
ratio	O
of	O
type	O
2	O
diabetes	O
for	O
the	O
highest	O
quintile	O
compared	O
to	O
the	O
lowest	O
was	O
4.43	O
(	O
95	O
%	O
confidence	O
interval	O
:	O
1.87	O
-	O
10.50	O
,	O
p	O
for	O
trend	O
<	O
0.001	O
)	O
.	O
The	O
identified	O
dietary	O
pattern	O
increases	O
the	O
odds	O
of	O
type	O
2	O
diabetes	O
in	O
urban	O
Ghanaians	O
,	O
which	O
is	O
mainly	O
attributed	O
to	O
increased	O
serum	O
triglycerides	O
.	O
This	O
cross	O
-	O
sectional	O
analysis	O
provides	O
up	O
-	O
to	O
-	O
date	O
information	O
about	O
dietary	O
patterns	O
(	O
DP	O
)	O
and	O
their	O
sociodemographic	O
correlates	O
in	O
European	O
elderly	O
individuals	O
.	O
We	O
studied	O
6686	O
enrollees	O
aged	O
65	O
+	O
(	O
55	O
%	O
women	O
)	O
in	O
the	O
ongoing	O
French	O
population	O
-	O
based	O
NutriNet	O
-	O
Santé	O
e	O
-	O
cohort	O
.	O
Diet	O
was	O
assessed	O
via	O
three	O
24	O
h	O
records	O
.	O
The	O
sex	O
-	O
specific	O
correlates	O
of	O
factor	O
analysis	O
derived	O
DP	O
were	O
identified	O
with	O
multivariable	O
linear	O
regression	O
.	O
Using	O
22	O
pre	O
-	O
defined	O
food	O
groups	O
,	O
three	O
DP	O
were	O
extracted	O
.	O
The	O
""""	O
healthy	O
""""	O
DP	O
(	O
fruit	B
,	O
vegetables	B
,	O
grains	B
,	O
nuts	B
,	O
fish	B
)	O
was	O
positively	O
associated	O
with	O
education	O
,	O
living	O
alone	O
,	O
and	O
being	O
a	O
former	O
smoker	O
(	O
women	O
)	O
,	O
and	O
negatively	O
associated	O
with	O
being	O
overweight	O
,	O
current	O
smoker	O
(	O
men	O
)	O
,	O
age	O
75	O
+	O
years	O
,	O
having	O
hypertension	O
,	O
and	O
obesity	O
(	O
women	O
)	O
.	O
The	O
""""	O
western	O
""""	O
DP	O
(	O
meat	B
,	O
appetizers	O
,	O
cheese	B
,	O
alcohol	B
)	O
was	O
positively	O
associated	O
with	O
BMI	O
(	O
men	O
)	O
and	O
being	O
a	O
former	O
/	O
current	O
smoker	O
;	O
it	O
was	O
negatively	O
associated	O
with	O
age	O
75	O
+	O
years	O
(	O
women	O
)	O
and	O
living	O
alone	O
.	O
The	O
""""	O
traditional	O
""""	O
DP	O
(	O
bread	B
,	O
potatoes	B
,	O
milk	B
,	O
vegetables	B
,	O
butter	B
,	O
stock	B
)	O
was	O
positively	O
associated	O
with	O
age	O
and	O
negatively	O
associated	O
with	O
being	O
a	O
former	O
/	O
current	O
smoker	O
,	O
education	O
(	O
men	O
)	O
,	O
and	O
residing	O
in	O
an	O
urban	O
/	O
semi	O
-	O
urban	O
area	O
.	O
The	O
findings	O
support	O
the	O
diversity	O
of	O
DP	O
among	O
the	O
elderly	O
,	O
highlighting	O
sex	O
-	O
specific	O
differences	O
.	O
The	O
""""	O
healthy	O
""""	O
DP	O
explained	O
the	O
largest	O
amount	O
of	O
variance	O
in	O
intake	O
.	O
Future	O
studies	O
could	O
replicate	O
the	O
models	O
in	O
longitudinal	O
and	O
international	O
contexts	O
.	O
Dietary	O
red	B
and	I
processed	I
meats	I
may	O
increase	O
risk	O
of	O
colorectal	O
cancer	O
(	O
CRC	O
)	O
,	O
whereas	O
fiber	O
may	O
be	O
protective	O
.	O
Recently	O
,	O
we	O
demonstrated	O
that	O
dietary	O
beef	B
causes	O
greater	O
colonic	O
DNA	O
strand	O
breakage	O
than	O
equivalent	O
levels	O
of	O
chicken	B
in	O
rats	O
and	O
that	O
resistant	O
starch	O
(	O
RS	O
)	O
as	O
20	O
%	O
high	O
amylose	O
maize	O
starch	O
(	O
HAMS	O
)	O
attenuated	O
the	O
damage	O
.	O
From	O
that	O
study	O
,	O
we	O
now	O
report	O
measures	O
of	O
circulating	O
factors	O
that	O
may	O
influence	O
CRC	O
initiation	O
or	O
progression	O
including	O
malondialdehyde	O
(	O
MDA	O
)	O
,	O
leptin	O
,	O
insulin	O
-	O
like	O
growth	O
factor	O
-	O
I	O
(	O
IGF	O
-	O
I	O
)	O
,	O
insulin	O
,	O
matrix	O
metalloproteinase-2	O
(	O
MMP-2	O
)	O
,	O
tissue	O
inhibitor	O
of	O
MMP-2	O
(	O
TIMP-2	O
)	O
,	O
interleukins	O
(	O
IL	O
)	O
,	O
and	O
short	O
chain	O
fatty	O
acids	O
.	O
MDA	O
levels	O
were	O
increased	O
by	O
beef	B
diets	O
relative	O
to	O
the	O
chicken	B
diets	O
.	O
Leptin	O
concentrations	O
,	O
which	O
were	O
lower	O
for	O
chicken	B
than	O
beef	B
at	O
the	O
35	O
%	O
level	O
in	O
the	O
absence	O
of	O
HAMS	O
,	O
were	O
lowered	O
by	O
HAMS	O
.	O
Higher	O
dietary	O
chicken	B
(	O
but	O
not	O
beef	B
)	O
increased	O
IGF	O
-	O
I	O
irrespective	O
of	O
HAMS	O
feeding	O
.	O
Higher	O
levels	O
of	O
chicken	B
resulted	O
in	O
greater	O
insulin	O
concentrations	O
than	O
for	O
beef	B
in	O
rats	O
fed	O
HAMS	O
.	O
Without	O
dietary	O
HAMS	O
,	O
TIMP-2	O
concentration	O
increased	O
in	O
response	O
to	O
both	O
meats	O
but	O
was	O
highest	O
for	O
chicken	B
.	O
MMP-2	O
and	O
TIMP-2	O
concentrations	O
were	O
higher	O
for	O
HAMS	O
diets	O
.	O
IL-1beta	O
and	O
IL-12	O
concentrations	O
were	O
lowered	O
by	O
HAMS	O
feeding	O
.	O
Colonic	O
DNA	O
strand	O
breakage	O
was	O
positively	O
associated	O
with	O
circulating	O
leptin	O
and	O
MDA	O
concentrations	O
as	O
well	O
as	O
tissue	O
MDA	O
concentrations	O
and	O
negatively	O
associated	O
with	O
plasma	O
TIMP-2	O
concentration	O
.	O
MMP-2	O
and	O
TIMP-2	O
positively	O
correlated	O
with	O
hepatic	O
portal	O
butyrate	O
levels	O
but	O
leptin	O
concentrations	O
correlated	O
negatively	O
.	O
These	O
results	O
suggest	O
diets	O
high	O
in	B
meat	I
or	O
RS	O
could	O
influence	O
cancer	O
initiation	O
or	O
progression	O
by	O
changes	O
in	O
circulating	O
levels	O
of	O
hormones	O
and	O
other	O
factors	O
.	O
Enzyme	O
-	O
linked	O
immunosorbent	O
assay	O
(	O
ELISA	O
)	O
is	O
a	O
commonly	O
used	O
method	O
for	O
the	O
detection	O
of	O
trace	O
amounts	O
of	O
potentially	O
allergenic	O
protein	O
residues	O
in	O
foods	O
.	O
However	O
,	O
food	O
matrices	O
and	O
processing	O
conditions	O
can	O
affect	O
the	O
detection	O
of	O
protein	O
residues	O
.	O
The	O
effects	O
of	O
acidity	O
on	O
the	O
detectability	O
of	O
several	O
allergenic	O
proteins	O
commonly	O
found	O
in	O
salad	B
dressing	I
using	O
ELISAs	O
was	O
investigated	O
.	O
First	O
,	O
recovery	O
experiments	O
were	O
performed	O
on	O
salad	B
dressing	I
formulated	O
with	O
0	O
to	O
1000	O
ppm	O
mustard	B
flour	I
(	O
mustard	B
)	O
.	O
The	O
mean	O
percent	O
recovery	O
for	O
mustard	B
from	O
the	O
salad	B
dressing	I
was	O
only	O
7.7%+/-	O
1.6	O
%	O
.	O
When	O
the	O
pH	O
of	O
the	O
salad	B
dressing	I
was	O
adjusted	O
to	O
pH	O
7	O
prior	O
to	O
spiking	O
with	O
mustard	B
,	O
recovery	O
improved	O
to	O
94.1%+/-	O
7.6	O
%	O
.	O
However	O
,	O
if	O
the	O
pH	O
was	O
adjusted	O
to	O
pH	O
7	O
after	O
spiking	O
and	O
extraction	O
,	O
the	O
recovery	O
was	O
only	O
11.1%+/-	O
1.7	O
%	O
.	O
When	O
vinegar	B
was	O
spiked	O
with	O
mustard	B
flour	I
at	O
pH	O
3	O
,	O
3.5	O
,	O
and	O
4	O
,	O
detectability	O
of	O
mustard	B
was	O
lowest	O
at	O
pH	O
3	O
.	O
Basic	O
extraction	O
of	O
mustard	O
proteins	O
from	O
salad	B
dressing	I
did	O
not	O
improve	O
the	O
mustard	B
detection	O
.	O
Acidic	O
salad	B
dressing	I
matrices	O
reduced	O
the	O
detectability	O
of	O
mustard	B
by	O
the	O
mustard	O
ELISA	O
probably	O
because	O
of	O
acid	O
precipitation	O
of	O
mustard	O
proteins	O
that	O
renders	O
them	O
insoluble	O
and	O
nonextractable	O
.	O
Commercial	O
salad	B
dressings	I
containing	O
100	O
ppm	O
(	O
mg	O
/	O
kg	O
)	O
of	O
egg	B
,	O
milk	B
,	O
or	O
gluten	O
were	O
analyzed	O
every	O
2	O
to	O
4	O
d	O
for	O
90	O
d	O
using	O
3	O
commercially	O
available	O
ELISAs	O
.	O
A	O
decrease	O
in	O
the	O
detection	O
of	O
the	O
egg	B
,	O
milk	B
,	O
and	O
gluten	O
in	O
the	O
salad	B
dressing	I
upon	O
storage	O
was	O
observed	O
.	O
Our	O
study	O
highlighted	O
the	O
importance	O
of	O
evaluating	O
the	O
utility	O
of	O
various	O
ELISAs	O
for	O
specific	O
food	O
matrices	O
and	O
the	O
recovery	O
as	O
a	O
function	O
of	O
product	O
storage	O
.	O
The	O
relationship	O
between	O
intake	O
of	O
various	O
indicator	O
foods	O
and	O
beverages	O
and	O
risk	O
of	O
prostatic	O
cancer	O
was	O
assessed	O
in	O
271	O
cases	O
of	O
prostatic	O
cancer	O
and	O
685	O
hospital	O
controls	O
recruited	O
in	O
two	O
areas	O
of	O
northern	O
Italy	O
,	O
the	O
province	O
of	O
Pordenone	O
and	O
the	O
greater	O
Milan	O
area	O
.	O
Increased	O
risks	O
were	O
found	O
for	O
more	O
frequent	O
intake	O
of	O
meat	B
[	O
odds	O
ratio	O
(	O
OR	O
)	O
in	O
the	O
highest	O
vs.	O
lowest	O
consumption	O
tertile	O
=	O
1.4	O
,	O
95	O
%	O
confidence	O
interval	O
(	O
CI	O
)	O
1.0	O
-	O
2.0	O
]	O
,	O
milk	B
(	O
OR	O
=	O
1.6	O
,	O
95	O
%	O
CI	O
1.1	O
-	O
2.4	O
)	O
,	O
fresh	O
fruit	B
(	O
OR	O
=	O
1.4	O
,	O
95	O
%	O
CI	O
1.0	O
-	O
2.1	O
)	O
,	O
and	O
vegetables	B
(	O
OR	O
=	O
1.4	O
,	O
95	O
%	O
CI	O
0.9	O
-	O
2.2	O
)	O
.	O
After	O
allowance	O
for	O
the	O
reciprocal	O
confounding	O
effect	O
of	O
various	O
dietary	O
habits	O
,	O
only	O
frequent	O
intake	O
of	O
milk	B
seemed	O
to	O
be	O
a	O
significant	O
independent	O
indicator	O
of	O
prostatic	O
cancer	O
risk	O
.	O
There	O
was	O
also	O
a	O
clue	O
that	O
the	O
unfavorable	O
influence	O
of	O
frequent	O
intake	O
of	O
a	O
few	O
food	O
items	O
(	O
i.e.	O
meat	B
,	O
fish	B
,	O
liver	B
,	O
ham	B
and	I
salami	I
,	O
milk	B
and	O
butter	B
,	O
and	O
retinol	O
)	O
may	O
be	O
greater	O
or	O
restricted	O
to	O
older	O
individuals	O
(	O
i.e.	O
,	O
>	O
or	O
=	O
70	O
yrs	O
of	O
age	O
)	O
.	O
In	O
conclusion	O
,	O
the	O
present	O
study	O
confirms	O
the	O
presence	O
of	O
a	O
moderate	O
adverse	O
effect	O
of	O
high	O
intake	O
of	O
foods	O
of	O
animal	O
origin	O
,	O
chiefly	O
milk	B
,	O
while	O
it	O
suggests	O
that	O
a	O
diet	O
rich	O
in	O
fresh	O
fruit	B
and	O
vegetables	B
does	O
not	O
convey	O
a	O
protection	O
.	O
Fermented	B
milk	I
is	O
a	O
potential	O
source	O
of	O
various	O
biologically	O
active	O
peptides	O
with	O
specific	O
health	O
benefits	O
.	O
Angiotensin	O
converting	O
enzyme	O
inhibitory	O
(	O
ACE	O
-	O
I	O
)	O
peptides	O
are	O
one	O
of	O
the	O
most	O
studied	O
bioactive	O
peptides	O
produced	O
during	O
milk	O
fermentation	O
.	O
The	O
presence	O
of	O
these	O
peptides	O
is	O
reported	O
in	O
various	O
fermented	B
milk	I
products	I
such	O
as	O
,	O
yoghurt	B
,	O
cheese	B
,	O
sour	B
milk	I
,	O
etc	O
.	O
,	O
which	O
are	O
also	O
available	O
as	O
commercial	O
products	O
.	O
Many	O
of	O
the	O
ACE	O
-	O
I	O
peptides	O
formed	O
during	O
milk	O
fermentation	O
are	O
resistant	O
to	O
gastrointestinal	O
digestion	O
and	O
inhibit	O
angiotensin	O
converting	O
enzyme	O
(	O
ACE	O
)	O
in	O
the	O
rennin	O
angiotension	O
system	O
(	O
RAS	O
)	O
.	O
There	O
are	O
various	O
factors	O
,	O
which	O
affect	O
the	O
formation	O
ACE	O
-	O
I	O
peptides	O
and	O
their	O
ability	O
to	O
reach	O
the	O
target	O
tissue	O
in	O
active	O
form	O
,	O
which	O
includes	O
type	O
of	O
starters	O
(	O
lactic	O
acid	O
bacteria	O
(	O
LAB	O
)	O
,	O
yeast	B
,	O
etc	O
.	O
)	O
,	O
substrate	O
composition	O
(	O
casein	O
type	O
,	O
whey	O
protein	O
,	O
etc	O
.	O
)	O
,	O
composition	O
of	O
ACE	O
-	O
I	O
peptide	O
,	O
pre	O
and	O
post	O
-	O
fermentation	O
treatments	O
,	O
and	O
its	O
stability	O
during	O
gastrointestinal	O
digestion	O
.	O
The	O
antihypertensive	O
effect	O
of	O
fermented	B
milk	I
products	I
has	O
also	O
been	O
proved	O
by	O
various	O
in	O
vitro	O
and	O
in	O
vivo	O
(	O
animal	O
and	O
human	O
trials	O
)	O
experiments	O
.	O
This	O
paper	O
reviews	O
the	O
literature	O
on	O
fermented	B
milk	I
products	I
as	O
a	O
source	O
of	O
ACE	O
-	O
I	O
peptides	O
and	O
various	O
factors	O
affecting	O
the	O
production	O
and	O
activity	O
of	O
ACE	O
-	O
I	O
peptides	O
.	O
Wine	O
proteins	O
not	O
only	O
influence	O
wine	O
stability	O
but	O
are	O
also	O
being	O
discussed	O
as	O
potential	O
allergens	O
.	O
Proteins	O
from	O
red	B
,	B
rosé	I
,	B
and	I
white	I
wines	I
were	O
enriched	O
by	O
dialysis	O
and	O
lyophilization	O
followed	O
by	O
separation	O
by	O
SDS	O
-	O
PAGE	O
.	O
Significant	O
differences	O
were	O
detected	O
in	O
the	O
protein	O
compositions	O
of	O
the	O
analyzed	O
wine	O
varieties	O
,	O
and	O
the	O
major	O
protein	O
bands	O
were	O
identified	O
by	O
mass	O
spectrometry	O
after	O
in	O
-	O
gel	O
digestion	O
with	O
trypsin	O
.	O
In	O
German	O
Portugieser	O
red	B
wine	I
,	O
a	O
total	O
of	O
121	O
tryptic	O
peptides	O
were	O
identified	O
,	O
which	O
were	O
attributed	O
to	O
12	O
grape	O
proteins	O
and	O
6	O
proteins	O
derived	O
from	O
yeast	O
.	O
Among	O
the	O
identified	O
constituents	O
are	O
several	O
proteins	O
considered	O
to	O
influence	O
wine	O
stability	O
and	O
previously	O
described	O
potential	O
grape	O
allergens	O
.	O
The	O
pathogenesis	O
-	O
related	O
proteins	O
represent	O
the	O
main	O
proteins	O
in	O
all	O
of	O
the	O
wines	B
,	O
but	O
only	O
some	O
red	B
wines	I
show	O
a	O
band	O
with	O
a	O
molecular	O
mass	O
of	O
12	O
kDa	O
,	O
identified	O
as	O
a	O
lipid	O
transfer	O
protein	O
(	O
LTP	O
)	O
.	O
The	O
occurrence	O
and	O
distribution	O
of	O
LTP	O
depend	O
on	O
the	O
wine	O
variety	O
.	O
We	O
have	O
recently	O
reported	O
that	O
patients	O
with	O
fibromyalgia	O
(	O
FM	O
)	O
may	O
be	O
at	O
increased	O
risk	O
for	O
cardiovascular	O
disease	O
.	O
Olive	B
oil	I
reportedly	O
has	O
cardioprotective	O
effects	O
.	O
We	O
examined	O
the	O
influence	O
of	O
olive	B
oil	I
consumption	I
on	O
cardiovascular	O
risk	O
factors	O
in	O
FM	O
.	O
This	O
preliminary	O
study	O
was	O
performed	O
on	O
blood	O
samples	O
of	O
women	O
with	O
FM	O
who	O
consumed	O
50	O
mL	O
of	O
organic	O
olive	B
oil	I
daily	O
for	O
3	O
weeks	O
.	O
Patients	O
were	O
randomized	O
into	O
two	O
groups	O
:	O
15	O
women	O
ingested	O
extra	B
virgin	I
olive	I
oil	I
(	O
EVOO	O
)	O
and	O
15	O
refined	B
olive	I
oil	I
(	O
ROO	O
)	O
.	O
Cardiovascular	O
risk	O
markers	O
were	O
measured	O
at	O
baseline	O
(	O
pre	O
measure	O
)	O
and	O
after	O
consumption	O
of	O
olive	B
oil	I
(	O
post	O
measure	O
)	O
.	O
Red	O
blood	O
cell	O
count	O
and	O
erythrocyte	O
sedimentation	O
rate	O
(	O
ESR	O
;	O
both	O
The	O
role	O
of	O
various	O
life	O
style	O
factors	O
,	O
including	O
dietary	O
habits	O
,	O
in	O
the	O
etiology	O
of	O
non	O
-	O
Hodgkin	O
's	O
lymphoma	O
was	O
investigated	O
using	O
data	O
from	O
a	O
case	O
-	O
control	O
study	O
conducted	O
in	O
the	O
northeastern	O
part	O
of	O
Italy	O
.	O
This	O
study	O
was	O
done	O
on	O
208	O
histologically	O
confirmed	O
non	O
-	O
Hodgkin	O
's	O
lymphomas	O
and	O
401	O
control	O
subjects	O
who	O
were	O
in	O
the	O
hospital	O
for	O
acute	O
,	O
nonimmunologic	O
,	O
or	O
neoplastic	O
conditions	O
.	O
Dietary	O
histories	O
concerned	O
the	O
frequency	O
of	O
consumption	O
per	O
week	O
of	O
alcohol	B
,	O
beverages	B
that	I
contain	I
methylxanthine	I
,	O
and	O
14	O
select	O
food	O
items	O
or	O
groups	O
of	O
foods	O
(	O
including	O
major	O
sources	O
of	O
proteins	O
,	O
fat	O
,	O
fibers	O
,	O
and	O
vitamin	O
A	O
in	O
the	O
Italian	O
diet	O
)	O
.	O
The	O
consumption	O
of	O
milk	B
,	O
liver	B
,	O
butter	B
,	O
oil	B
(	O
chiefly	O
polyunsaturated	B
oils	I
)	O
,	O
coffee	B
,	O
tea	B
,	O
and	O
cola	B
was	O
positively	O
related	O
with	O
non	O
-	O
Hodgkin	O
's	O
lymphoma	O
risk	O
.	O
the	O
consumption	O
of	O
whole	B
-	I
grain	I
bread	I
and	O
pasta	B
showed	O
a	O
protective	O
effect	O
.	O
When	O
a	O
logistic	O
model	O
was	O
fitted	O
that	O
included	O
the	O
aforementioned	O
food	O
items	O
in	O
addition	O
to	O
major	O
nondietary	O
covariates	O
,	O
all	O
of	O
the	O
foods	O
,	O
except	O
liver	B
and	O
beverages	B
that	I
contain	I
methylxanthine	I
,	O
remained	O
significant	O
.	O
Interestingly	O
,	O
these	O
associations	O
are	O
in	O
agreement	O
with	O
the	O
positive	O
correlation	O
that	O
is	O
emerging	O
internationally	O
between	O
the	O
consumption	O
of	O
fat	O
and	O
proteins	O
and	O
non	O
-	O
Hodgkin	O
's	O
lymphoma	O
.	O
The	O
liver	O
plays	O
an	O
outsized	O
role	O
in	O
oncology	O
.	O
Liver	O
tumors	O
are	O
one	O
of	O
the	O
most	O
frequently	O
found	O
tumors	O
in	O
cancer	O
patients	O
and	O
these	O
arise	O
from	O
either	O
primary	O
or	O
metastatic	O
disease	O
.	O
Hepatocellular	O
carcinoma	O
(	O
HCC	O
)	O
,	O
the	O
most	O
prevalent	O
form	O
of	O
primary	O
liver	O
cancer	O
and	O
the	O
6th	O
most	O
common	O
cancer	O
type	O
overall	O
,	O
is	O
expected	O
to	O
become	O
the	O
3rd	O
leading	O
cause	O
of	O
cancer	O
mortality	O
in	O
the	O
US	O
by	O
the	O
year	O
2030	O
.	O
The	O
liver	O
is	O
also	O
the	O
most	O
common	O
site	O
of	O
distant	O
metastasis	O
from	O
solid	O
tumors	O
.	O
For	O
instance	O
,	O
colorectal	O
cancer	O
(	O
CRC	O
)	O
metastasizes	O
to	O
the	O
liver	O
in	O
two	O
-	O
thirds	O
of	O
cases	O
,	O
and	O
CRC	O
liver	O
metastasis	O
is	O
the	O
leading	O
cause	O
of	O
mortality	O
in	O
these	O
patients	O
.	O
The	O
interplay	O
between	O
inflammation	O
and	O
cancer	O
is	O
unmistakably	O
evident	O
in	O
the	O
liver	O
.	O
In	O
nearly	O
every	O
case	O
,	O
HCC	O
is	O
diagnosed	O
in	O
chronic	O
liver	O
disease	O
(	O
CLD	O
)	O
and	O
cirrhosis	O
background	O
.	O
The	O
consumption	O
of	O
a	O
Western	O
-	O
style	O
high	O
-	O
fat	O
diet	O
is	O
a	O
major	O
risk	O
factor	O
for	O
the	O
development	O
of	O
non	O
-	O
alcoholic	O
fatty	O
liver	O
disease	O
(	O
NAFLD	O
)	O
and	O
non	O
-	O
alcoholic	O
steatohepatitis	O
(	O
NASH	O
)	O
,	O
both	O
of	O
which	O
are	O
becoming	O
more	O
prevalent	O
in	O
parallel	O
with	O
the	O
obesity	O
epidemic	O
.	O
Excessive	O
alcohol	B
intake	I
also	O
contributes	O
significantly	O
to	O
the	O
CLD	O
burden	O
in	O
the	O
form	O
of	O
alcoholic	O
liver	O
disease	O
(	O
ALD	O
)	O
.	O
Inflammation	O
is	O
a	O
key	O
component	O
in	O
the	O
development	O
of	O
all	O
CLDs	O
.	O
Additionally	O
,	O
during	O
the	O
development	O
of	O
liver	O
metastasis	O
,	O
pro	O
-	O
inflammatory	O
signaling	O
is	O
crucial	O
in	O
eliminating	O
invading	O
cancer	O
cells	O
but	O
ironically	O
also	O
helps	O
foster	O
a	O
pro	O
-	O
metastatic	O
environment	O
that	O
supports	O
metastatic	O
seeding	O
and	O
colonization	O
.	O
Here	O
we	O
review	O
how	O
Westernized	O
high	O
-	O
fat	O
diets	O
and	O
excessive	O
alcohol	B
intake	I
can	O
influence	O
inflammation	O
within	O
the	O
liver	O
microenvironment	O
,	O
stimulating	O
both	O
primary	O
and	O
metastatic	O
liver	O
tumorigenesis	O
.	O
Red	B
meat	I
has	O
been	O
suggested	O
to	O
be	O
adversely	O
associated	O
with	O
risk	O
of	O
myocardial	O
infarction	O
(	O
MI	O
)	O
,	O
whereas	O
vegetable	B
consumption	I
has	O
been	O
found	O
to	O
be	O
protective	O
.	O
The	O
aim	O
of	O
this	O
study	O
was	O
to	O
investigate	O
substitutions	O
of	O
red	B
meat	I
