,token,label
106264,nutrition,O
106265,measurements,O
106266,.,O
106267,(,O
106268,3,O
106269,),O
106270,Results,O
106271,:,O
106272,We,O
106273,collected,O
106274,1838,O
106275,of,O
106276,an,O
106277,expected,O
106278,1986,O
106279,diet,O
106280,records,O
106281,(,O
106282,92.5,O
106283,%,O
106284,),O
106285,",",O
106286,610/658,O
106287,serum,O
106288,samples,O
106289,(,O
106290,92.7,O
106291,%,O
106292,),O
106293,",",O
106294,and,O
106295,315/334,O
106296,height,O
106297,and,O
106298,weight,O
106299,measurements,O
106300,(,O
106301,94.3,O
106302,%,O
106303,),O
106304,.,O
106305,Sixty,O
106306,-,O
106307,one,O
106308,percent,O
106309,of,O
106310,men,O
106311,and,O
106312,51,O
106313,%,O
106314,of,O
106315,women,O
106316,were,O
106317,overweight,O
106318,or,O
106319,obese,O
106320,.,O
106321,Consumption,O
106322,of,O
106323,red,B-http://purl.bioontology.org/ontology/SNOMEDCT/226915003;http://purl.bioontology.org/ontology/SNOMEDCT/28647000
106324,meat,I-http://purl.bioontology.org/ontology/SNOMEDCT/226915003;http://purl.bioontology.org/ontology/SNOMEDCT/28647000
106325,",",O
106326,refined,O
106327,grains,O
106328,",",O
106329,and,O
106330,whole,O
106331,-,O
106332,fat,O
106333,dairy,O
106334,was,O
106335,high,O
106336,",",O
106337,while,O
106338,that,O
106339,of,O
106340,fruits,O
106341,",",O
106342,non,O
106343,-,O
106344,tuberous,O
106345,vegetables,O
106346,",",O
106347,eggs,O
106348,",",O
106349,nuts,O
106350,and,O
106351,seeds,O
106352,",",O
106353,fish,B-http://purl.bioontology.org/ontology/SNOMEDCT/735971005
106354,and,O
106355,poultry,B-http://purl.bioontology.org/ontology/SNOMEDCT/28230009
106356,",",O
106357,and,O
106358,whole,O
106359,grains,O
106360,was,O
106361,low,O
106362,.,O
106363,Dairy,O
106364,and,O
106365,red,B-http://purl.bioontology.org/ontology/SNOMEDCT/226915003;http://purl.bioontology.org/ontology/SNOMEDCT/28647000
106366,meat,I-http://purl.bioontology.org/ontology/SNOMEDCT/226915003;http://purl.bioontology.org/ontology/SNOMEDCT/28647000
106367,were,O
106368,more,O
106369,consumed,O
106370,in,O
106371,summer,O
106372,and,O
106373,winter,O
106374,",",O
106375,respectively,O
106376,.,O
106377,Dietary,O
106378,inadequacy,O
106379,of,O
106380,10,O
106381,of,O
106382,21,O
106383,assessed,O
106384,nutrients,O
106385,",",O
106386,including,O
106387,fiber,O
106388,",",O
106389,folate,O
106390,",",O
106391,and,O
106392,vitamin,O
106393,D,O
106394,were,O
106395,>,O
106396,50,O
106397,%,O
106398,prevalent,O
106399,",",O
106400,while,O
106401,protein,O
106402,",",O
106403,zinc,O
106404,",",O
106405,and,O
106406,vitamin,O
106407,B12,O
106408,inadequacy,O
106409,were,O
106410,low,O
106411,.,O
106412,Biochemical,O
106413,evidence,O
106414,of,O
106415,iron,O
106416,and,O
106417,vitamin,O
106418,A,O
106419,deficiency,O
106420,was,O
106421,also,O
106422,low,O
106423,.,O
106424,Three,O
106425,dietary,O
106426,patterns,O
106427,(,O
106428,Urban,O
106429,",",O
106430,Transitional,O
106431,",",O
106432,Nomadic,O
106433,),O
106434,explained,O
106435,41,O
106436,%,O
106437,of,O
106438,variation,O
106439,in,O
106440,food,O
106441,consumption,O
106442,.,O
106443,The,O
106444,Urban,O
106445,pattern,O
106446,was,O
106447,positively,O
106448,associated,O
106449,with,O
106450,BMI,O
106451,in,O
106452,multivariate,O
106453,analysis,O
106454,.,O
106455,(,O
106456,4,O
106457,),O
106458,Conclusions,O
106459,:,O
106460,Results,O
106461,indicate,O
106462,a,O
106463,high,O
106464,prevalence,O
106465,of,O
106466,key,O
106467,dietary,O
106468,inadequacies,O
106469,and,O
106470,overweight,O
106471,among,O
106472,Mongolian,O
106473,adults,O
106474,.,O
106475,Prior,O
106476,studies,O
106477,by,O
106478,our,O
106479,group,O
106480,have,O
106481,suggested,O
106482,that,O
106483,expanded,O
106484,supplementation,O
106485,and,O
106486,food,O
106487,fortification,O
106488,would,O
106489,be,O
106490,effective,O
106491,in,O
106492,addressing,O
106493,micronutrient,O
106494,inadequacies,O
106495,;,O
106496,these,O
106497,strategies,O
106498,should,O
106499,be,O
106500,coupled,O
106501,with,O
106502,measures,O
106503,to,O
106504,mitigate,O
106505,the,O
106506,growing,O
106507,burden,O
106508,of,O
106509,chronic,O
106510,disease,O
106511,.,O
106512,Little,O
106513,is,O
106514,known,O
106515,about,O
106516,the,O
106517,dietary,O
106518,patterns,O
106519,associated,O
106520,with,O
106521,colorectal,O
106522,tumors,O
106523,along,O
106524,the,O
106525,adenoma,O
106526,-,O
106527,carcinoma,O
106528,sequence,O
106529,.,O
106530,Scores,O
106531,for,O
106532,dietary,O
106533,patterns,O
106534,were,O
106535,obtained,O
106536,by,O
106537,factor,O
106538,analysis,O
106539,in,O
106540,women,O
106541,from,O
106542,the,O
106543,French,O
106544,cohort,O
106545,of,O
106546,the,O
106547,European,O
106548,Prospective,O
106549,Investigation,O
106550,into,O
106551,Cancer,O
106552,and,O
106553,Nutrition,O
106554,(,O
106555,1993,O
106556,-,O
106557,2000,O
106558,),O
106559,.,O
106560,Their,O
106561,association,O
106562,with,O
106563,colorectal,O
106564,tumors,O
106565,was,O
106566,investigated,O
106567,in,O
106568,516,O
106569,adenoma,O
106570,cases,O
106571,(,O
106572,175,O
106573,high,O
106574,-,O
106575,risk,O
106576,adenomas,O
106577,),O
106578,and,O
106579,"4,804",O
106580,polyp,O
106581,-,O
106582,free,O
106583,women,O
106584,and,O
106585,in,O
106586,172,O
106587,colorectal,O
106588,cancer,O
106589,cases,O
106590,and,O
106591,"67,312",O
106592,cancer,O
106593,-,O
106594,free,O
106595,women,O
106596,.,O
106597,The,O
106598,authors,O
106599,identified,O
106600,four,O
106601,dietary,O
106602,patterns,O
106603,:,O
106604,"""",O
106605,healthy,O
106606,"""",O
106607,(,O
106608,vegetables,O
106609,",",O
106610,fruit,B-http://purl.bioontology.org/ontology/SNOMEDCT/72511004
106611,",",O
106612,yogurt,B-http://purl.bioontology.org/ontology/SNOMEDCT/226863004
106613,",",O
106614,sea,O
106615,products,O
106616,",",O
106617,and,O
106618,olive,B-http://purl.bioontology.org/ontology/SNOMEDCT/41834005
106619,oil,I-http://purl.bioontology.org/ontology/SNOMEDCT/41834005
106620,),O
106621,;,O
106622,"""",O
106623,Western,O
106624,"""",O
106625,(,O
106626,potatoes,O
106627,",",O
106628,pizzas,O
106629,and,O
106630,pies,O
106631,",",O
106632,sandwiches,O
106633,",",O
106634,sweets,O
106635,",",O
106636,cakes,O
106637,",",O
106638,cheese,B-http://purl.bioontology.org/ontology/SNOMEDCT/102264005
106639,",",O
106640,cereal,B-http://purl.bioontology.org/ontology/SNOMEDCT/23182003
106641,products,I-http://purl.bioontology.org/ontology/SNOMEDCT/23182003
106642,",",O
106643,processed,B-http://purl.bioontology.org/ontology/SNOMEDCT/227031001;http://purl.bioontology.org/ontology/SNOMEDCT/28647000
106644,meat,I-http://purl.bioontology.org/ontology/SNOMEDCT/227031001;http://purl.bioontology.org/ontology/SNOMEDCT/28647000
106645,",",O
106646,eggs,O
106647,",",O
106648,and,O
106649,butter,B-http://purl.bioontology.org/ontology/SNOMEDCT/226888007
106650,),O
106651,;,O
106652,"""",O
106653,drinker,O
106654,"""",O
106655,(,O
106656,sandwiches,O
106657,",",O
106658,snacks,O
106659,",",O
106660,processed,B-http://purl.bioontology.org/ontology/SNOMEDCT/227031001;http://purl.bioontology.org/ontology/SNOMEDCT/28647000
106661,meat,I-http://purl.bioontology.org/ontology/SNOMEDCT/227031001;http://purl.bioontology.org/ontology/SNOMEDCT/28647000
106662,",",O
106663,and,O
106664,alcoholic,O
106665,beverages,O
106666,),O
106667,;,O
106668,and,O
106669,"""",O
106670,meat,O
106671,eaters,O
106672,"""",O
106673,(,O
106674,meat,B-http://purl.bioontology.org/ontology/SNOMEDCT/28647000
106675,",",O
106676,poultry,B-http://purl.bioontology.org/ontology/SNOMEDCT/28230009
106677,",",O
106678,and,O
106679,margarine,B-http://purl.bioontology.org/ontology/SNOMEDCT/226890008
106680,),O
106681,.,O
106682,For,O
106683,quartile,O
106684,4,O
106685,versus,O
106686,quartile,O
106687,1,O
106688,",",O
106689,an,O
106690,increased,O
106691,risk,O
106692,of,O
106693,adenoma,O
106694,was,O
106695,observed,O
106696,with,O
106697,high,O
106698,scores,O
106699,of,O
106700,the,O
106701,Western,O
106702,pattern,O
106703,(,O
106704,multivariate,O
106705,relative,O
106706,risk,O
106707,(,O
106708,RR,O
106709,),O
106710,=,O
106711,1.39,O
106712,",",O
106713,95,O
106714,%,O
106715,confidence,O
106716,interval,O
106717,:,O
106718,1.00,O
106719,",",O
106720,1.94,O
106721,;,O
106722,p(trend,O
106723,),O
106724,=,O
106725,0.03,O
106726,),O
106727,and,O
106728,the,O
106729,drinker,O
106730,pattern,O
106731,(,O
106732,RR,O
106733,=,O
106734,1.42,O
106735,",",O
106736,95,O
106737,%,O
106738,confidence,O
106739,interval,O
106740,:,O
106741,1.10,O
106742,",",O
106743,1.83,O
106744,;,O
106745,p(trend,O
106746,),O
106747,=,O
106748,0.01,O
106749,),O
106750,.,O
106751,The,O
106752,meat,O
106753,-,O
106754,eaters,O
106755,pattern,O
106756,was,O
106757,positively,O
106758,associated,O
106759,with,O
106760,colorectal,O
106761,cancer,O
106762,risk,O
106763,(,O
106764,for,O
106765,quartile,O
106766,4,O
106767,vs.,O
106768,quartile,O
106769,1,O
106770,:,O
106771,RR,O
106772,=,O
106773,1.58,O
106774,",",O
106775,95,O
106776,%,O
106777,confidence,O
106778,interval,O
106779,:,O
106780,0.98,O
106781,",",O
106782,2.53,O
106783,;,O
106784,p(trend,O
106785,),O
106786,=,O
106787,0.02,O
106788,),O
106789,.,O
106790,Dietary,O
106791,patterns,O
106792,that,O
106793,reflect,O
106794,a,O
106795,Western,O
106796,way,O
106797,of,O
106798,life,O
106799,are,O
106800,associated,O
106801,with,O
106802,a,O
106803,higher,O
106804,risk,O
106805,of,O
106806,colorectal,O
106807,tumors,O
106808,.,O
106809,Observational,O
106810,studies,O
106811,support,O
106812,the,O
106813,role,O
106814,of,O
106815,modifying,O
106816,lifestyle,O
106817,-,O
106818,related,O
106819,risk,O
106820,factors,O
106821,such,O
106822,as,O
106823,diet,O
106824,",",O
106825,physical,O
106826,activity,O
106827,and,O
106828,alcohol,O
106829,use,O
106830,in,O
106831,stroke,O
106832,prevention,O
106833,.,O
106834,For,O
106835,example,O
106836,",",O
106837,increased,O
106838,Na,O
106839,intake,O
106840,is,O
106841,associated,O
106842,with,O
106843,hypertension,O
106844,",",O
106845,and,O
106846,reduction,O
106847,in,O
106848,salt,O
106849,consumption,O
106850,may,O
106851,significantly,O
106852,lower,O
106853,blood,O
106854,pressure,O
106855,and,O
106856,may,O
106857,reduce,O
106858,stroke,O
106859,mortality,O
106860,.,O
106861,Moderately,O
106862,elevated,O
106863,homocysteine,O
106864,levels,O
106865,may,O
106866,be,O
106867,associated,O
106868,with,O
106869,stroke,O
106870,and,O
106871,are,O
106872,associated,O
106873,with,O
106874,deficiency,O
106875,of,O
106876,dietary,O
106877,intake,O
106878,of,O
106879,folate,O
106880,",",O
106881,vitamin,O
106882,B6,O
106883,and,O
106884,vitamin,O
106885,B12,O
106886,.,O
106887,Consumption,O
106888,of,O
106889,a,O
106890,diet,O
106891,rich,O
106892,in,O
106893,fruits,O
106894,",",O
106895,vegetables,O
106896,",",O
106897,folate,O
106898,",",O
106899,K,O
106900,",",O
106901,Ca,O
106902,",",O
106903,Mg,O
106904,",",O
106905,dietary,O
106906,fibre,O
106907,",",O
106908,fish,B-http://purl.bioontology.org/ontology/SNOMEDCT/735971005
106909,and,O
106910,milk,B-http://purl.bioontology.org/ontology/SNOMEDCT/70813002
106911,may,O
106912,protect,O
106913,against,O
106914,stroke,O
106915,.,O
106916,Regular,O
106917,physical,O
106918,activity,O
106919,may,O
106920,also,O
106921,protect,O
106922,against,O
106923,stroke,O
106924,through,O
106925,its,O
106926,role,O
106927,in,O
106928,controlling,O
106929,various,O
106930,risk,O
106931,factors,O
106932,such,O
106933,as,O
106934,hypertension,O
106935,",",O
106936,diabetes,O
106937,mellitus,O
106938,and,O
106939,obesity,O
106940,.,O
106941,The,O
106942,role,O
106943,of,O
106944,fat,O
106945,intake,O
106946,as,O
106947,a,O
106948,risk,O
106949,factor,O
106950,for,O
106951,stroke,O
106952,remains,O
106953,uncertain,O
106954,",",O
106955,whereas,O
106956,the,O
106957,association,O
106958,between,O
106959,stroke,O
106960,and,O
106961,cholesterol,O
106962,has,O
106963,more,O
106964,convincingly,O
106965,been,O
106966,demonstrated,O
106967,by,O
106968,the,O
106969,recent,O
106970,intervention,O
106971,trials,O
106972,using,O
106973,statins,O
106974,.,O
106975,There,O
106976,is,O
106977,also,O
106978,evidence,O
106979,that,O
106980,a,O
106981,low,O
106982,serum,O
106983,albumin,O
106984,may,O
106985,be,O
106986,causally,O
106987,linked,O
106988,to,O
106989,stroke,O
106990,risk,O
106991,and,O
106992,outcome,O
106993,and,O
106994,that,O
106995,a,O
106996,significant,O
106997,number,O
106998,of,O
106999,stroke,O
107000,patients,O
107001,are,O
107002,undernourished,O
107003,on,O
107004,admission,O
107005,and,O
107006,their,O
107007,nutritional,O
107008,status,O
107009,deteriorates,O
107010,further,O
107011,whilst,O
107012,in,O
107013,hospital,O
107014,.,O
107015,Undernutrition,O
107016,is,O
107017,associated,O
107018,with,O
107019,increasing,O
107020,morbidity,O
107021,and,O
107022,mortality,O
107023,and,O
107024,nutritional,O
107025,supplements,O
107026,may,O
107027,have,O
107028,some,O
107029,beneficial,O
107030,effect,O
107031,on,O
107032,some,O
107033,outcome,O
107034,measures,O
107035,.,O
107036,Nutrition,O
107037,is,O
107038,far,O
107039,more,O
107040,important,O
107041,in,O
107042,stroke,O
107043,risk,O
107044,than,O
107045,most,O
107046,physcians,O
107047,suppose,O
107048,.,O
107049,Healthy,O
107050,lifestyle,O
107051,choices,O
107052,reduce,O
107053,the,O
107054,risk,O
107055,of,O
107056,stroke,O
107057,by,O
107058,~80,O
107059,%,O
107060,",",O
107061,and,O
107062,of,O
107063,the,O
107064,factors,O
107065,that,O
107066,increase,O
107067,the,O
107068,risk,O
107069,of,O
107070,stroke,O
107071,",",O
107072,the,O
107073,worst,O
107074,is,O
107075,diet,O
107076,:,O
107077,only,O
107078,~0.1,O
107079,%,O
107080,of,O
107081,Americans,O
107082,consume,O
107083,a,O
107084,healthy,O
107085,diet,O
107086,",",O
107087,and,O
107088,only,O
107089,8.3,O
107090,%,O
107091,consume,O
107092,a,O
107093,somewhat,O
107094,healthy,O
107095,diet,O
107096,.,O
107097,The,O
107098,situation,O
107099,is,O
107100,probably,O
107101,not,O
107102,much,O
107103,better,O
107104,in,O
107105,most,O
107106,other,O
107107,countries,O
107108,.,O
107109,A,O
107110,Cretan,O
107111,Mediterranean,O
107112,diet,O
107113,",",O
107114,high,O
107115,in,O
107116,olive,B-http://purl.bioontology.org/ontology/SNOMEDCT/41834005
107117,oil,I-http://purl.bioontology.org/ontology/SNOMEDCT/41834005
107118,",",O
107119,whole,O
107120,grains,O
107121,",",O
107122,fruits,O
107123,",",O
107124,vegetables,O
107125,and,O
107126,legumes,O
107127,",",O
107128,and,O
107129,low,O
107130,in,O
107131,cholesterol,O
107132,and,O
107133,saturated,O
107134,fat,O
107135,",",O
107136,can,O
107137,reduce,O
107138,stroke,O
107139,by,O
107140,40,O
107141,%,O
107142,or,O
107143,more,O
107144,in,O
107145,high,O
107146,-,O
107147,risk,O
107148,patients,O
107149,.,O
107150,The,O
107151,role,O
107152,of,O
107153,the,O
107154,intestinal,O
107155,microbiome,O
107156,in,O
107157,cardiovascular,O
107158,risk,O
107159,is,O
107160,emerging,O
107161,;,O
107162,high,O
107163,levels,O
107164,of,O
107165,toxic,O
107166,metabolites,O
107167,produced,O
107168,by,O
107169,intestinal,O
107170,bacteria,O
107171,from,O
107172,meat,B-http://purl.bioontology.org/ontology/SNOMEDCT/28647000
107173,(,O
107174,particularly,O
107175,red,B-http://purl.bioontology.org/ontology/SNOMEDCT/226915003;http://purl.bioontology.org/ontology/SNOMEDCT/28647000
107176,meat,I-http://purl.bioontology.org/ontology/SNOMEDCT/226915003;http://purl.bioontology.org/ontology/SNOMEDCT/28647000
107177,),O
107178,and,O
107179,egg,B-http://purl.bioontology.org/ontology/SNOMEDCT/256442007
107180,yolk,I-http://purl.bioontology.org/ontology/SNOMEDCT/256442007
107181,are,O
107182,renally,O
107183,excreted,O
107184,.,O
107185,Patients,O
107186,with,O
107187,renal,O
107188,impairment,O
107189,",",O
107190,including,O
107191,the,O
107192,elderly,O
107193,",",O
107194,should,O
107195,limit,O
107196,red,B-http://purl.bioontology.org/ontology/SNOMEDCT/226915003;http://purl.bioontology.org/ontology/SNOMEDCT/28647000
107197,meat,I-http://purl.bioontology.org/ontology/SNOMEDCT/226915003;http://purl.bioontology.org/ontology/SNOMEDCT/28647000
107198,and,O
107199,avoid,O
107200,egg,B-http://purl.bioontology.org/ontology/SNOMEDCT/256442007
107201,yolk,I-http://purl.bioontology.org/ontology/SNOMEDCT/256442007
107202,",",O
107203,as,O
107204,should,O
107205,other,O
107206,patients,O
107207,at,O
107208,high,O
107209,risk,O
107210,of,O
107211,stroke,O
107212,.,O
107213,Salt,O
107214,intake,O
107215,should,O
107216,be,O
107217,limited,O
107218,to,O
107219,2⁻3,O
107220,grams,O
107221,per,O
107222,day,O
107223,.,O
107224,Metabolic,O
107225,B12,O
107226,deficiency,O
107227,is,O
107228,common,O
107229,and,O
107230,usually,O
107231,missed,O
107232,.,O
107233,It,O
107234,has,O
107235,serious,O
107236,neurological,O
107237,consequences,O
107238,",",O
107239,including,O
107240,an,O
107241,increase,O
107242,in,O
107243,the,O
107244,risk,O
107245,of,O
107246,stroke,O
107247,.,O
107248,It,O
107249,now,O
107250,clear,O
107251,that,O
107252,B,O
107253,vitamins,O
107254,to,O
107255,lower,O
107256,homocysteine,O
107257,reduce,O
107258,the,O
107259,risk,O
107260,of,O
107261,stroke,O
107262,",",O
107263,but,O
107264,we,O
107265,should,O
107266,probably,O
107267,be,O
107268,using,O
107269,methylcobalamin,O
107270,instead,O
107271,of,O
107272,cyanocobalamin,O
107273,.,O
107274,Recently,O
107275,",",O
107276,we,O
107277,demonstrated,O
107278,that,O
107279,spaghetti,B-http://purl.bioontology.org/ontology/SNOMEDCT/226744006
107280,caused,O
107281,a,O
107282,significantly,O
107283,lower,O
107284,glycemic,O
107285,response,O
107286,in,O
107287,isoinsulinemic,O
107288,insulin,O
107289,-,O
107290,dependent,O
107291,diabetic,O
107292,(,O
107293,IDDM,O
107294,),O
107295,subjects,O
107296,than,O
107297,an,O
107298,exchangeable,O
107299,amount,O
107300,of,O
107301,potato,B-http://purl.bioontology.org/ontology/SNOMEDCT/735053000
107302,.,O
107303,The,O
107304,question,O
107305,is,O
107306,",",O
107307,however,O
107308,",",O
107309,whether,O
107310,the,O
107311,difference,O
107312,of,O
107313,the,O
107314,glucose,O
107315,response,O
107316,in,O
107317,IDDM,O
107318,patients,O
107319,is,O
107320,preserved,O
107321,if,O
107322,these,O
107323,carbohydrate,O
107324,-,O
107325,rich,O
107326,foods,O
107327,are,O
107328,taken,O
107329,as,O
107330,part,O
107331,of,O
107332,a,O
107333,mixed,O
107334,meal,O
107335,.,O
107336,To,O
107337,answer,O
107338,this,O
107339,question,O
107340,",",O
107341,we,O
107342,evaluated,O
107343,blood,O
107344,glucose,O
107345,",",O
107346,free,O
107347,-,O
107348,insulin,O
107349,",",O
107350,and,O
107351,glucagon,O
107352,responses,O
107353,to,O
107354,exchangeable,O
107355,amounts,O
107356,of,O
107357,spaghetti,B-http://purl.bioontology.org/ontology/SNOMEDCT/226744006
107358,and,O
107359,potato,B-http://purl.bioontology.org/ontology/SNOMEDCT/735053000
107360,when,O
107361,ingested,O
107362,together,O
107363,with,O
107364,bolognese,O
107365,sauce,B-http://purl.bioontology.org/ontology/SNOMEDCT/227519005
107366,in,O
107367,seven,O
107368,IDDM,O
107369,patients,O
107370,who,O
107371,had,O
107372,attained,O
107373,euglycemia,O
107374,with,O
107375,the,O
107376,artificial,O
107377,pancreas,O
107378,before,O
107379,meal,O
107380,intake,O
107381,.,O
107382,The,O
107383,potato,B-http://purl.bioontology.org/ontology/SNOMEDCT/735053000
107384,(,O
107385,200,O
107386,g,O
107387,raw,O
107388,wt,O
107389,),O
107390,with,O
107391,bolognese,B-http://purl.bioontology.org/ontology/SNOMEDCT/227655007;http://purl.bioontology.org/ontology/SNOMEDCT/227519005
107392,sauce,I-http://purl.bioontology.org/ontology/SNOMEDCT/227655007;http://purl.bioontology.org/ontology/SNOMEDCT/227519005
107393,(,O
107394,167,O
107395,g,O
107396,),O
107397,and,O
107398,spaghetti,O
107399,(,O
107400,50,O
107401,g,O
107402,raw,O
107403,wt,O
107404,),O
107405,with,O
107406,bolognese,B-http://purl.bioontology.org/ontology/SNOMEDCT/227655007;http://purl.bioontology.org/ontology/SNOMEDCT/227519005
107407,sauce,I-http://purl.bioontology.org/ontology/SNOMEDCT/227655007;http://purl.bioontology.org/ontology/SNOMEDCT/227519005
107408,(,O
107409,167,O
107410,g,O
107411,),O
107412,had,O
107413,approximately,O
107414,identical,O
107415,caloric,O
107416,content,O
107417,(,O
107418,435,O
107419,and,O
107420,447,O
107421,kcal,O
107422,",",O
107423,respectively,O
107424,),O
107425,",",O
107426,fat,O
107427,(,O
107428,18,O
107429,g,O
107430,each,O
107431,),O
107432,",",O
107433,protein,O
107434,(,O
107435,23,O
107436,and,O
107437,26,O
107438,g,O
107439,",",O
107440,respectively,O
107441,),O
107442,",",O
107443,and,O
107444,carbohydrate,O
107445,(,O
107446,47,O
107447,and,O
107448,48,O
107449,g,O
107450,",",O
107451,respectively,O
107452,),O
107453,.,O
107454,Blood,O
107455,glucose,O
107456,increment,O
107457,after,O
107458,white,O
107459,spaghetti,B-http://purl.bioontology.org/ontology/SNOMEDCT/226744006
107460,and,O
107461,bolognese,B-http://purl.bioontology.org/ontology/SNOMEDCT/227655007;http://purl.bioontology.org/ontology/SNOMEDCT/227519005
107462,sauce,I-http://purl.bioontology.org/ontology/SNOMEDCT/227655007;http://purl.bioontology.org/ontology/SNOMEDCT/227519005
107463,was,O
107464,only,O
107465,approximately,O
107466,50,O
107467,%,O
107468,of,O
107469,that,O
107470,seen,O
107471,in,O
107472,response,O
107473,to,O
107474,potato,B-http://purl.bioontology.org/ontology/SNOMEDCT/735053000
107475,and,O
107476,bolognese,B-http://purl.bioontology.org/ontology/SNOMEDCT/227655007;http://purl.bioontology.org/ontology/SNOMEDCT/227519005
107477,sauce,I-http://purl.bioontology.org/ontology/SNOMEDCT/227655007;http://purl.bioontology.org/ontology/SNOMEDCT/227519005
107478,.,O
107479,Similar,O
107480,constant,O
107481,insulin,O
107482,levels,O
107483,and,O
107484,increments,O
107485,in,O
107486,glucagon,O
107487,were,O
107488,seen,O
107489,.,O
107490,A,O
107491,major,O
107492,determinant,O
107493,of,O
107494,the,O
107495,postmeal,O
107496,glucose,O
107497,rise,O
107498,in,O
107499,IDDM,O
107500,patients,O
107501,seems,O
107502,to,O
107503,be,O
107504,dependent,O
107505,on,O
107506,the,O
107507,kind,O
107508,of,O
107509,carbohydrate,O
107510,in,O
107511,the,O
107512,meal,O
107513,.,O
107514,The,O
107515,approach,O
107516,by,O
107517,which,O
107518,the,O
107519,insulinemia,O
107520,was,O
107521,kept,O
107522,constant,O
107523,by,O
107524,the,O
107525,artificial,O
107526,pancreas,O
107527,seems,O
107528,to,O
107529,be,O
107530,a,O
107531,valuable,O
107532,tool,O
107533,for,O
107534,studying,O
107535,glycemic,O
107536,responses,O
107537,to,O
107538,different,O
107539,meals,O
107540,in,O
107541,IDDM,O
107542,patients,O
107543,who,O
107544,otherwise,O
107545,show,O
107546,great,O
107547,variations,O
107548,in,O
107549,circulating,O
107550,insulin,O
107551,and,O
107552,glucose,O
107553,levels,O
107554,when,O
107555,treated,O
107556,by,O
107557,subcutaneously,O
107558,administered,O
107559,insulin,O
107560,.,O
107561,Ochratoxin,O
107562,A,O
107563,(,O
107564,OTA,O
107565,),O
107566,is,O
107567,a,O
107568,mycotoxin,O
107569,",",O
107570,or,O
107571,fungal,O
107572,toxin,O
107573,",",O
107574,that,O
107575,contaminates,O
107576,multiple,O
107577,foodstuffs,O
107578,worldwide,O
107579,.,O
107580,Affected,O
107581,commodities,O
107582,include,O
107583,oats,O
107584,",",O
107585,wheat,B-http://purl.bioontology.org/ontology/SNOMEDCT/412071004
107586,",",O
107587,maize,O
107588,",",O
107589,barley,B-http://purl.bioontology.org/ontology/SNOMEDCT/735124003
107590,",",O
107591,raisins,B-http://purl.bioontology.org/ontology/SNOMEDCT/227463004
107592,and,O
107593,other,O
107594,dried,O
107595,vine,O
107596,fruits,O
107597,",",O
107598,wine,B-http://purl.bioontology.org/ontology/SNOMEDCT/35748005
107599,",",O
107600,beer,B-http://purl.bioontology.org/ontology/SNOMEDCT/53410008
107601,",",O
107602,coffee,B-http://purl.bioontology.org/ontology/SNOMEDCT/29263009
107603,",",O
107604,and,O
107605,cocoa,B-http://purl.bioontology.org/ontology/SNOMEDCT/901000161107
107606,.,O
107607,Although,O
107608,OTA,O
107609,has,O
107610,been,O
107611,shown,O
107612,to,O
107613,cause,O
107614,kidney,O
107615,disease,O
107616,",",O
107617,including,O
107618,kidney,O
107619,cancer,O
107620,",",O
107621,in,O
107622,multiple,O
107623,animal,O
107624,species,O
107625,",",O
107626,the,O
107627,impact,O
107628,of,O
107629,dietary,O
107630,OTA,O
107631,on,O
107632,human,O
107633,health,O
107634,from,O
107635,a,O
107636,global,O
107637,perspective,O
107638,has,O
107639,been,O
107640,less,O
107641,clear,O
107642,.,O
107643,Several,O
107644,epidemiological,O
107645,studies,O
107646,suggest,O
107647,an,O
107648,association,O
107649,between,O
107650,OTA,O
107651,exposure,O
107652,and,O
107653,human,O
107654,kidney,O
107655,disease,O
107656,",",O
107657,but,O
107658,evidence,O
107659,of,O
107660,causality,O
107661,has,O
107662,been,O
107663,limited,O
107664,.,O
107665,Nonetheless,O
107666,",",O
107667,because,O
107668,OTA,O
107669,is,O
107670,common,O
107671,in,O
107672,so,O
107673,many,O
107674,foodstuffs,O
107675,and,O
107676,may,O
107677,play,O
107678,a,O
107679,role,O
107680,in,O
107681,kidney,O
107682,disease,O
107683,",",O
107684,we,O
107685,consider,O
107686,it,O
107687,important,O
107688,to,O
107689,improve,O
107690,the,O
107691,body,O
107692,of,O
107693,evidence,O
107694,surrounding,O
107695,OTA,O
107696,'s,O
107697,adverse,O
107698,effects,O
107699,to,O
107700,humans,O
107701,",",O
107702,as,O
107703,well,O
107704,as,O
107705,human,O
107706,dietary,O
107707,exposures,O
107708,in,O
107709,different,O
107710,parts,O
107711,of,O
107712,the,O
107713,world,O
107714,.,O
107715,This,O
107716,is,O
107717,especially,O
107718,true,O
107719,in,O
107720,the,O
107721,light,O
107722,of,O
107723,increasing,O
107724,type,O
107725,2,O
107726,diabetes,O
107727,and,O
107728,obesity,O
107729,prevalence,O
107730,worldwide,O
107731,;,O
107732,both,O
107733,conditions,O
107734,frequently,O
107735,lead,O
107736,to,O
107737,chronic,O
107738,kidney,O
107739,disease,O
107740,(,O
107741,CKD,O
107742,),O
107743,",",O
107744,and,O
107745,may,O
107746,synergize,O
107747,with,O
107748,dietary,O
107749,OTA,O
107750,exposure,O
107751,to,O
107752,increase,O
107753,CKD,O
107754,risk,O
107755,.,O
107756,Dietary,O
107757,patterns,O
107758,analysis,O
107759,is,O
107760,a,O
107761,powerful,O
107762,technique,O
