,ID,Food Concept,Semantic Tags,pure tag
12519,A012608,DRIED APPLE,AG.01.h.01.c [Apple],AG.01.h.01.c
12520,A012609,OUTER RIND,AG.01.d.05 [Pork],AG.01.d.05
12521,A012610,HOT SPICED WATER,AG.01.x.02 [Appetite];AG.01.z [Water];AG.01.t.05 [Preparation for table/cooking];AG.01 [Food],AG.01.x.02;AG.01.z;AG.01.t.05;AG.01
12522,A012611,DRAINED RICE,AG.01.i [Corn/cereals/grain],AG.01.i
12523,A012612,DILUTED MILK,AG.01.e [Dairy produce],AG.01.e
12524,A012613,CHILLED CRANBERRY GINGER ALE,AG.01.l.03 [Spice];AG.01.t.06 [Preserving/pickling];AG.01.h.01.b [Berry];AG.01.t.05 [Preparation for table/cooking],AG.01.l.03;AG.01.t.06;AG.01.h.01.b;AG.01.t.05
12525,A012614,CHILLED CRANBERRY GINGER ALE,AG.01.l.03 [Spice];AG.01.t.06 [Preserving/pickling];AG.01.h.01.b [Berry];AG.01.t.05 [Preparation for table/cooking],AG.01.l.03;AG.01.t.06;AG.01.h.01.b;AG.01.t.05
12526,A012615,STRAWBERRY BASIL,AG.01.h.01.b [Berry],AG.01.h.01.b
12527,A012616,LITRES GINGER ALE,AG.01 [Food],AG.01
12528,A012617,CHOCOLATE DRINK MIX POWDER,AG.01.n.17.a [Sweets];AG.01.y.01 [Intoxicating liquor];AG.01 [Food];AG.01.y [Drink];AG.01.l [Additive];AG.01.m [Substances for food preparation];AG.01.ak [Drinking],AG.01.n.17.a;AG.01.y.01;AG.01;AG.01.y;AG.01.l;AG.01.m;AG.01.ak
12529,A012618,INSTANT CHOCOLATE MIX,AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation];AG.01 [Food],AG.01.n.17.a;AG.01.m;AG.01
12530,A012619,CONCENTRATED ORANGE JUICE,AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit],AG.01.l.02;AG.01.ab;AG.01.h.01.a
12531,A012620,JIGGER RUM,AG.01.ah [Preparation of drinks];AG.01.y.01 [Intoxicating liquor],AG.01.ah;AG.01.y.01
12532,A012621,FRESH CINNAMON STICK,AG.01.l.03 [Spice];AG.01.z [Water];AG.01 [Food],AG.01.l.03;AG.01.z;AG.01
12533,A012622,HIBISCUS WATER,AG.01.z [Water],AG.01.z
12534,A012623,WARM LIQUID,AG.01 [Food],AG.01
12535,A012624,THIN CUCUMBER SLICES,AG.01.h.02.f [Fruits as vegetables];AG.01.t.08 [Equipment for food preparation],AG.01.h.02.f;AG.01.t.08
12536,A012625,APPLE PIE MOONSHINE,AG.01.n.04 [Jelly];AG.01.h.01.c [Apple];AG.01.n.15 [Pastry],AG.01.n.04;AG.01.h.01.c;AG.01.n.15
12537,A012626,HOT BREWED COFFEE,AG.01.ad [Coffee];AG.01.ag [Coffee manufacture];AG.01 [Food],AG.01.ad;AG.01.ag;AG.01
12538,A012627,FROZEN SHERBET,AG.01.t.06 [Preserving/pickling],AG.01.t.06
12539,A012628,SWEET RED WINE,AG.01.y.01.a [Wine],AG.01.y.01.a
12540,A012629,TOMATO-CLAM JUICE,AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash],AG.01.l.02;AG.01.ab
12541,A012630,WATERMELON HALF,AG.01.z [Water],AG.01.z
12542,A012631,EXCESS FOAM,AE.07 [Animal body],AE.07
12543,A012632,AGUA FRESCA DRINK,AG.01.y.01 [Intoxicating liquor];AG.01.y [Drink];AG.01.ak [Drinking],AG.01.y.01;AG.01.y;AG.01.ak
12544,A012633,HIGHBALL,AG.01.y.01.g [Cocktail],AG.01.y.01.g
12545,A012634,OUNCES HOT WATER,AG.01.z [Water];AG.01 [Food],AG.01.z;AG.01
12546,A012635,COLD BEER,AG.01.y.01.b [Ale/beer],AG.01.y.01.b
12547,A012636,CLEARER BREW,AG.01.ae.03 [Brewing],AG.01.ae.03
12548,A012637,COFFEE FILTERS,AG.01.ad [Coffee];AG.01.ag [Coffee manufacture],AG.01.ad;AG.01.ag
12549,A012638,STRAWBERRY PULP,AG.01.h.01.b [Berry],AG.01.h.01.b
12550,A012639,EDIBLE FLOWERS,AG.01.a [Qualities of food],AG.01.a
12551,A012640,CITRUS FRUITS,AG.01.h.01.a [Citrus fruit],AG.01.h.01.a
12552,A012641,MARINATED FRUIT,AG.01.h [Fruit and vegetables];AG.01.h.01 [Fruit/a fruit];AG.01.r.02 [Course];AG.01.t.06 [Preserving/pickling];AG.01.t.05 [Preparation for table/cooking],AG.01.h;AG.01.h.01;AG.01.r.02;AG.01.t.06;AG.01.t.05
12553,A012642,DRIP COFFEE BREWER,AG.01.ad [Coffee];AG.01.ag [Coffee manufacture];AG.01.ae.03 [Brewing],AG.01.ad;AG.01.ag;AG.01.ae.03
12554,A012643,COFFEE BREWER,AG.01.ad [Coffee];AG.01.ag [Coffee manufacture];AG.01.ae.03 [Brewing],AG.01.ad;AG.01.ag;AG.01.ae.03
12555,A012644,COFFEE BREWS,AG.01.ad [Coffee];AG.01.ag [Coffee manufacture];AG.01.ae.03 [Brewing],AG.01.ad;AG.01.ag;AG.01.ae.03
12556,A012645,PLACE FROZEN SLUSH,AG.01.t.06 [Preserving/pickling],AG.01.t.06
12557,A012646,RASPBERRY GINGER ALE,AG.01.l.03 [Spice];AG.01.h.01.b [Berry],AG.01.l.03;AG.01.h.01.b
12558,A012647,LEMON/LIME FLAVORED SODA POP,AG.01.aa [Aerated/carbonated drink];AG.01.m [Substances for food preparation],AG.01.aa;AG.01.m
12559,A012648,ROSEMARY SYRUP,AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.l.02
12560,A012649,ADDITIONAL SWEETENER,AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.l.02
12561,A012650,CARDAMOM POD,AF.10 [Part of plant],AF.10
12562,A012651,TEMPERED YOLK MIXTURE,AG.01.af [Tea manufacture],AG.01.af
12563,A012652,CHOCOLATE POWDER,AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation],AG.01.n.17.a;AG.01.m
12564,A012653,LYCHEE JUICE,AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash],AG.01.l.02;AG.01.ab
12565,A012654,LYCHEE FRUIT,AG.01.h [Fruit and vegetables];AG.01.h.01 [Fruit/a fruit],AG.01.h;AG.01.h.01
12566,A012655,BLUEBERRY JUICE COCKTAIL,AG.01.y.01.g [Cocktail];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash],AG.01.y.01.g;AG.01.l.02;AG.01.ab
12567,A012656,CANADIAN WHISKEY,AG.01 [Food],AG.01
12568,A012657,PIMM 'S LIQUEUR,AG.01.n.17.a [Sweets];AG.01.ae.01 [Wine-making];AG.01.y.01 [Intoxicating liquor],AG.01.n.17.a;AG.01.ae.01;AG.01.y.01
12569,A012658,TURMERIC TEA,AG.01.r [Meal];AG.01.af [Tea manufacture];AG.01.ac [Tea],AG.01.r;AG.01.af;AG.01.ac
12570,A012659,POWDERED DRINK MIX,AG.01.y.01 [Intoxicating liquor];AG.01.y [Drink];AG.01.m [Substances for food preparation];AG.01.t.06 [Preserving/pickling];AG.01.t.05 [Preparation for table/cooking];AG.01.ak [Drinking],AG.01.y.01;AG.01.y;AG.01.m;AG.01.t.06;AG.01.t.05;AG.01.ak
12571,A012660,HIGHBALL GLASS FULL,AG.01.y [Drink];AG.01.y.01.g [Cocktail];AG.01.x.02 [Appetite];AG.01.aj.01 [Drinking vessel],AG.01.y;AG.01.y.01.g;AG.01.x.02;AG.01.aj.01
12572,A012661,SLUSH MIXTURE,AG.01.af [Tea manufacture],AG.01.af
12573,A012662,VANILLA ICE-CREAM,AF.12 [Particular plants/herbs/shrubs],AF.12
12574,A012663,GOATS MILK,AG.01.e [Dairy produce],AG.01.e
12575,A012664,PUREE CARROTS,AG.01.h.02.a [Root vegetable],AG.01.h.02.a
12576,A012665,FUZZY NAVEL MIX,AG.01.m [Substances for food preparation],AG.01.m
12577,A012666,COCKTAIL SWORD,AG.01.y.01.g [Cocktail],AG.01.y.01.g
12578,A012667,PINK GRAPEFRUIT,AG.01.h.01.a [Citrus fruit],AG.01.h.01.a
12579,A012668,LARGE FROZEN BEER MUGS,AG.01.t.06 [Preserving/pickling];AG.01.y.01.b [Ale/beer],AG.01.t.06;AG.01.y.01.b
12580,A012669,CAPPUCCINO,AG.01 [Food],AG.01
12581,A012670,FLUID OUNCES HOT WATER,AG.01.z [Water];AG.01 [Food],AG.01.z;AG.01
12582,A012671,BOILING HOT WATER,AG.01.z [Water];AG.01.t.07 [Cooking];AG.01 [Food],AG.01.z;AG.01.t.07;AG.01
12583,A012672,PINEAPPLE SPEARS,AG.01 [Food],AG.01
12584,A012673,REGULAR RUM,AG.01.y.01 [Intoxicating liquor],AG.01.y.01
12585,A012674,DRINK 'S CONSISTENCY,AG.01.ak.02.a [Excess in drinking];AG.01.y [Drink];AG.01.y.01 [Intoxicating liquor],AG.01.ak.02.a;AG.01.y;AG.01.y.01
12586,A012676,BRAIN,AF.10.k [Cell/aggregate tissue];AG.01 [Food],AF.10.k;AG.01
12587,A012677,SPICED SYRUP,AG.01.t.05 [Preparation for table/cooking];AG.01.x.02 [Appetite];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.t.05;AG.01.x.02;AG.01.l.02
12588,A012678,OUNCE LEMONADE,AG.01.aa [Aerated/carbonated drink];AG.01.ab [Fruit juice/squash],AG.01.aa;AG.01.ab
12589,A012679,VEGETABLE JUICE COCKTAIL,AG.01.y.01.g [Cocktail];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash],AG.01.y.01.g;AG.01.l.02;AG.01.ab
12590,A012680,RETURN TEA,AG.01.r [Meal];AG.01.af [Tea manufacture];AG.01.ac [Tea],AG.01.r;AG.01.af;AG.01.ac
12591,A012681,INSTANT ICED TEA MIX,AG.01.ac [Tea];AG.01 [Food];AG.01.r [Meal];AG.01.m [Substances for food preparation];AG.01.af [Tea manufacture];AG.01.t.05 [Preparation for table/cooking],AG.01.ac;AG.01;AG.01.r;AG.01.m;AG.01.af;AG.01.t.05
12592,A012682,CITRUS FRUIT,AG.01.h.01.a [Citrus fruit],AG.01.h.01.a
12593,A012684,GRAPE SOFT DRINK MIX,AG.01.h.01.b [Berry];AG.01.y.01.a [Wine];AG.01.y.01 [Intoxicating liquor];AG.01.y [Drink];AG.01.m [Substances for food preparation];AG.01.ak [Drinking],AG.01.h.01.b;AG.01.y.01.a;AG.01.y.01;AG.01.y;AG.01.m;AG.01.ak
12594,A012685,ORANGE SOFT DRINK MIX,AG.01.m [Substances for food preparation];AG.01.y [Drink];AG.01.ak [Drinking];AG.01.y.01 [Intoxicating liquor],AG.01.m;AG.01.y;AG.01.ak;AG.01.y.01
12595,A012686,PREPARED HAND,AG.01 [Food],AG.01
12596,A012687,COURSE SALT,AG.01.r.02 [Course];AG.01.l.01 [Salt];AG.01.w [Setting table],AG.01.r.02;AG.01.l.01;AG.01.w
12597,A012688,JALAPENO-STUFFED GREEN OLIVES,AG.01.h.01.e [Fruit containing stone],AG.01.h.01.e
12598,A012689,STRONGER TEA,AG.01.r [Meal];AG.01.af [Tea manufacture];AG.01.ac [Tea],AG.01.r;AG.01.af;AG.01.ac
12599,A012690,HOT CHOCOLATE POWDER,AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation];AG.01 [Food],AG.01.n.17.a;AG.01.m;AG.01
12600,A012691,LAGER BEER,AG.01.y.01.b [Ale/beer],AG.01.y.01.b
12601,A012692,TALL BEER GLASS,AG.01.y [Drink];AG.01.aj.01 [Drinking vessel];AG.01.y.01.b [Ale/beer],AG.01.y;AG.01.aj.01;AG.01.y.01.b
12602,A012693,BEER FORM,AG.01.y.01.b [Ale/beer],AG.01.y.01.b
12603,A012694,DICED CHOCOLATE,AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation];AG.01.t.05 [Preparation for table/cooking],AG.01.n.17.a;AG.01.m;AG.01.t.05
12604,A012695,MANGO SMOOTHIE,AF.20 [Particular food plant/product];AF.20.b [Particular fruit-tree/-plant];AE.10.g [Order Perciformes (perches)],AF.20;AF.20.b;AE.10.g
12605,A012696,BROWNED MILK,AG.01.e [Dairy produce],AG.01.e
12606,A012697,OUNCES MILK,AG.01.e [Dairy produce],AG.01.e
12607,A012698,ORANGE JUICE CUBES,AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash],AG.01.l.02;AG.01.ab
12608,A012700,SLICED ORANGES,AG.01.t.05 [Preparation for table/cooking];AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit],AG.01.t.05;AG.01.ab;AG.01.h.01.a
12609,A012701,HONEY WATER MIXTURE,AG.01.z [Water];AG.01.af [Tea manufacture];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.z;AG.01.af;AG.01.l.02
12610,A012702,OTHER HAND,AG.01 [Food],AG.01
12611,A012703,CHILLED PUNCH,AG.01.t.05 [Preparation for table/cooking];AG.01.t.06 [Preserving/pickling];AG.01.y.01 [Intoxicating liquor],AG.01.t.05;AG.01.t.06;AG.01.y.01
12612,A012704,COLOURED CANDY COATING,AG.01.n.17.a [Sweets];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.n.17.a;AG.01.l.02
12613,A012705,CHERRY VODKAS,AG.01.h.01.e [Fruit containing stone],AG.01.h.01.e
12614,A012706,PICKLED PEPPER JUICE,AG.01.l.03 [Spice];AG.01.t.06 [Preserving/pickling];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash],AG.01.l.03;AG.01.t.06;AG.01.l.02;AG.01.ab
12615,A012707,SLICED MANGOS,AG.01.t.05 [Preparation for table/cooking],AG.01.t.05
12616,A012708,DANDELION BLOSSOMS,AF.10.g [Flower/part containing reproductive organs];AF.30.a [Weed],AF.10.g;AF.30.a
12617,A012709,FROZEN WATERMELON,AG.01.z [Water];AG.01.t.06 [Preserving/pickling],AG.01.z;AG.01.t.06
12618,A012710,STRAWBERRY LEMONADE DRINK MIX,AG.01.h.01.b [Berry];AG.01.ab [Fruit juice/squash];AG.01.y.01 [Intoxicating liquor];AG.01.aa [Aerated/carbonated drink];AG.01.n.18 [Preserve];AG.01.y [Drink];AG.01.m [Substances for food preparation];AG.01.ak [Drinking],AG.01.h.01.b;AG.01.ab;AG.01.y.01;AG.01.aa;AG.01.n.18;AG.01.y;AG.01.m;AG.01.ak
12619,A012711,PEELINGS,"AF.10.l [Wood, other part of tree/woody plant]",AF.10.l
12620,A012712,APPLE FLAVOR,AG.01.h.01.c [Apple],AG.01.h.01.c
12621,A012713,SLICED CUCUMBERS,AG.01.h.02.f [Fruits as vegetables];AG.01.t.05 [Preparation for table/cooking],AG.01.h.02.f;AG.01.t.05
12622,A012714,HALVED CUCUMBER SLICES,AG.01.t.08 [Equipment for food preparation];AG.01.h.02.f [Fruits as vegetables],AG.01.t.08;AG.01.h.02.f
12623,A012715,FRESH RASPBERRY,AG.01.h.01.b [Berry];AG.01.z [Water];AG.01 [Food],AG.01.h.01.b;AG.01.z;AG.01
12624,A012716,ICE CREAM SYRUP,AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01 [Food],AG.01.e;AG.01.n;AG.01.l.02;AG.01
12625,A012717,PINOLE,AG.01 [Food],AG.01
12626,A012718,CINNAMON WATER,AG.01.l.03 [Spice];AG.01.z [Water],AG.01.l.03;AG.01.z
12627,A012719,THAWED BLUEBERRIES,AG.01 [Food],AG.01
12628,A012720,PINEAPPLE-ORANGE JUICE BLEND,AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash],AG.01.l.02;AG.01.ab
12629,A012721,LITTLE NUTMEG,AG.01.l.03 [Spice],AG.01.l.03
12630,A012722,THICK FOAM,AE.07 [Animal body],AE.07
12631,A012723,COFFEE BEAN,AG.01.ad [Coffee];AG.01.ag [Coffee manufacture],AG.01.ad;AG.01.ag
12632,A012724,BRISKET,AG.01 [Food],AG.01
12633,A012725,FLOURED ROAST,AG.01.n.06 [Meat dishes],AG.01.n.06
12634,A012726,BEEF GRAVY MIX,AG.01.d.03 [Beef];AG.01.m [Substances for food preparation];AG.01.l.04 [Sauce/dressing];AG.01.l [Additive],AG.01.d.03;AG.01.m;AG.01.l.04;AG.01.l
12635,A012727,HAM FLAT SIDE,AG.01.y [Drink],AG.01.y
12636,A012728,ITALIAN HERB SEASONING,AG.01.t.05 [Preparation for table/cooking];AG.01.h.02.i [Herb];AG.01.l [Additive],AG.01.t.05;AG.01.h.02.i;AG.01.l
12637,A012729,SALMON FILETS,AG.01.d.07 [Seafood],AG.01.d.07
12638,A012730,FISH JUST FLAKES,AG.01.d.07 [Seafood],AG.01.d.07
12639,A012731,LINGUINE PASTA,AG.01 [Food],AG.01
12640,A012732,PAT BEEF DRY,AG.01.d.03 [Beef],AG.01.d.03
12641,A012733,SAUTE BACON,AG.01.d.05 [Pork],AG.01.d.05
12642,A012734,ROASTED SHALLOTS,AG.01.t.07 [Cooking],AG.01.t.07
12643,A012735,PEPPERS CUT-SIDE,AG.01.l.03 [Spice],AG.01.l.03
12644,A012736,COATING MEAT,AG.01.d [Animals for food];AG.01 [Food],AG.01.d;AG.01
12645,A012737,RIB ROAST,AF.10.e [Leaf];AE.08 [Invertebrates],AF.10.e;AE.08
12646,A012738,ENTIRE ROAST,AG.01.n.06 [Meat dishes],AG.01.n.06
12647,A012739,4-POUND PRIME RIB,AG.01 [Food],AG.01
12648,A012740,SMALLER ROAST,AG.01.n.06 [Meat dishes],AG.01.n.06
12649,A012741,PARSLEY DUMPLINGS,AG.01.h.02.i [Herb];AG.01.n.03 [Puddings],AG.01.h.02.i;AG.01.n.03
12650,A012742,ADDITIONAL STEAK SAUCE,AG.01.d.07 [Seafood];AG.01.d [Animals for food];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.d.07;AG.01.d;AG.01.h;AG.01.l.04
12651,A012743,MEDALLIONS,AG.01.d [Animals for food],AG.01.d
12652,A012744,SPAGHETTI SAUCE MIXTURE,AG.01.af [Tea manufacture];AG.01.n [Dishes and prepared food];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.af;AG.01.n;AG.01.h;AG.01.l.04
12653,A012745,CHICKEN CUTLETS,AG.01.d.06 [Fowls],AG.01.d.06
12654,A012746,CHICKEN SLICES,AG.01.d.06 [Fowls];AG.01.t.08 [Equipment for food preparation],AG.01.d.06;AG.01.t.08
12655,A012747,COOKED PEN,AG.01.t.07 [Cooking],AG.01.t.07
12656,A012748,ZITI PASTA,AG.01 [Food],AG.01
12657,A012749,BROWN ONION,AG.01.h.02.e [Onion/leek/garlic],AG.01.h.02.e
12658,A012750,WHOLE POTATOES,AG.01.e [Dairy produce];AG.01.h.02.a [Root vegetable],AG.01.e;AG.01.h.02.a
12659,A012751,CAPER BRINE,AE.14.j.04 [Habits and actions of horse];AF.13 [Particular tree/shrub],AE.14.j.04;AF.13
12660,A012752,MEATBALL 'S TIME,AG.01 [Food],AG.01
12661,A012753,BREAD TOASTS,AG.01.n.11 [Bread];AG.01.ak [Drinking],AG.01.n.11;AG.01.ak
12662,A012754,BONE SIDE,AG.01 [Food],AG.01
12663,A012755,FISH PIECES,AG.01.n.11 [Bread];AG.01.d.07 [Seafood],AG.01.n.11;AG.01.d.07
12664,A012756,CHICKEN CUBES,AG.01.d.06 [Fowls],AG.01.d.06
12665,A012757,WHOLE CHILES,AG.01.e [Dairy produce],AG.01.e
12666,A012758,CRUSHED THYME,AG.01.h.02.i [Herb],AG.01.h.02.i
12667,A012759,SOUPS,AG.01.n.02 [Soup/pottage],AG.01.n.02
12668,A012760,COOKED SHELLS,AG.01.t.07 [Cooking];AG.01.o [Animal food],AG.01.t.07;AG.01.o
12669,A012761,RESERVED MOZZARELLA,AG.01.e.02 [Cheese],AG.01.e.02
12670,A012762,MEAT REST,AG.01.d [Animals for food];AG.01 [Food],AG.01.d;AG.01
12671,A012763,HOAGIE ROLLS,AG.01.n.11 [Bread],AG.01.n.11
12672,A012764,RICH BEEF BROTH,AG.01.a [Qualities of food];AG.01.d.03 [Beef];AG.01.m [Substances for food preparation];AG.01.n.02 [Soup/pottage],AG.01.a;AG.01.d.03;AG.01.m;AG.01.n.02
12673,A012765,WARM BROTH,AG.01.m [Substances for food preparation];AG.01.n.02 [Soup/pottage],AG.01.m;AG.01.n.02
12674,A012766,TUNA STEAKS,AG.01.d.07 [Seafood];AG.01.d [Animals for food],AG.01.d.07;AG.01.d
12675,A012767,CHICKEN BREAST MEAT,AG.01.d.06 [Fowls];AG.01.d.02 [Part/joint of animal];AG.01.d [Animals for food];AG.01 [Food],AG.01.d.06;AG.01.d.02;AG.01.d;AG.01
12676,A012768,BURGER MIXTURE,AG.01.n.06 [Meat dishes];AG.01.af [Tea manufacture],AG.01.n.06;AG.01.af
12677,A012769,SHREDDED BREAD,AG.01.n.11 [Bread],AG.01.n.11
12678,A012770,RESERVED KETCHUP MIXTURE,AG.01.af [Tea manufacture];AG.01.l.04 [Sauce/dressing],AG.01.af;AG.01.l.04
12679,A012771,MANICOTTI SHELLS,AG.01.o [Animal food];AG.01.n [Dishes and prepared food],AG.01.o;AG.01.n
12680,A012772,HADDOCK FILLETS,AG.01.d.07 [Seafood],AG.01.d.07
12681,A012773,ITALIAN SALAD DRESSING,AG.01.n.09 [Prepared vegetables and dishes];AG.01.h.02 [Vegetables],AG.01.n.09;AG.01.h.02
12682,A012774,UNCOOKED LASAGNA NOODLES,AG.01.t.07 [Cooking];AG.01.n [Dishes and prepared food],AG.01.t.07;AG.01.n
12683,A012775,TRIMMED ROAST,AG.01.n.06 [Meat dishes],AG.01.n.06
12684,A012776,TILAPIA FILLETS,AE.10.g [Order Perciformes (perches)],AE.10.g
12685,A012777,RUMP ROAST,AG.01.n.06 [Meat dishes],AG.01.n.06
12686,A012778,FILLETS SKIN-SIDE,AG.01 [Food],AG.01
12687,A012779,SLICED BEEF,AG.01.d.03 [Beef];AG.01.t.05 [Preparation for table/cooking],AG.01.d.03;AG.01.t.05
12688,A012780,ONION GRAVY,AG.01.h.02.e [Onion/leek/garlic];AG.01.l.04 [Sauce/dressing];AG.01.l [Additive],AG.01.h.02.e;AG.01.l.04;AG.01.l
12689,A012781,TIME,AG.01 [Food],AG.01
12690,A012782,BRISKETS,AG.01 [Food],AG.01
12691,A012783,OTHER VEGETABLES,AF.02.a [Food plant/vegetable],AF.02.a
12692,A012784,CORN DOGS,AG.01.i [Corn/cereals/grain],AG.01.i
12693,A012785,THICKENED MARINADE,AG.01.m [Substances for food preparation],AG.01.m
12694,A012786,ORECCHIETTE PASTA,AG.01 [Food],AG.01
12695,A012787,HOT BROTH,AG.01.m [Substances for food preparation];AG.01.n.02 [Soup/pottage];AG.01 [Food],AG.01.m;AG.01.n.02;AG.01
12696,A012788,LAYERED PORK CHOPS,AG.01.d.05 [Pork];AG.01.o [Animal food],AG.01.d.05;AG.01.o
12697,A012789,RESERVED WHITE SAUCE,AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.h;AG.01.l.04
12698,A012790,COOKING CHICKEN,AG.01.d.06 [Fowls];AG.01.t.07 [Cooking],AG.01.d.06;AG.01.t.07
12699,A012791,SALMON UNCOVERED,AG.01.d.07 [Seafood],AG.01.d.07
12700,A012792,MONTREAL STEAK SEASONING,AG.01.d.07 [Seafood];AG.01.t.05 [Preparation for table/cooking];AG.01.d [Animals for food];AG.01.l [Additive],AG.01.d.07;AG.01.t.05;AG.01.d;AG.01.l
12701,A012793,STEAK STRIPS,AG.01.d.07 [Seafood];AG.01.d [Animals for food],AG.01.d.07;AG.01.d
12702,A012794,FINISHED CHICKEN,AG.01.d.06 [Fowls],AG.01.d.06
12703,A012795,PREPARED BEEF,AG.01.d.03 [Beef],AG.01.d.03
12704,A012796,BEEF STOCK,AG.01.d.03 [Beef],AG.01.d.03
12705,A012797,RESERVED RED WINE MARINADE,AG.01.m [Substances for food preparation],AG.01.m
12706,A012798,CRUMBLED BREAD,AG.01.n.11 [Bread],AG.01.n.11
12707,A012799,RED POTATOES,AG.01.h.02.a [Root vegetable],AG.01.h.02.a
12708,A012800,BASTING SAUCE,AG.01.t.07 [Cooking];AG.01.l.04 [Sauce/dressing];AG.01.h [Fruit and vegetables];AG.01.f [Fat/oil],AG.01.t.07;AG.01.l.04;AG.01.h;AG.01.f
12709,A012801,ROLLS SEAM SIDE,AG.01.n.11 [Bread],AG.01.n.11
12710,A012802,ROASTS,AG.01.n.06 [Meat dishes],AG.01.n.06
12711,A012803,SEAR MEAT,AG.01.d [Animals for food];AG.01 [Food],AG.01.d;AG.01
12712,A012804,TURKEY ROASTER,AG.01.d.05 [Pork];AG.01.d.06 [Fowls];AG.01.t.07 [Cooking],AG.01.d.05;AG.01.d.06;AG.01.t.07
12713,A012805,TURKEY BREAST,AG.01.d.06 [Fowls];AG.01.d.02 [Part/joint of animal],AG.01.d.06;AG.01.d.02
12714,A012806,BARBEQUE,AG.01 [Food],AG.01
12715,A012807,RIB,AG.01 [Food],AG.01
12716,A012808,RIB BONE,AG.01 [Food],AG.01
12717,A012809,ORGANS,AG.01 [Food],AG.01
12718,A012810,GROUND SAGE,AG.01.h.02.i [Herb];AG.01.l [Additive],AG.01.h.02.i;AG.01.l
12719,A012811,UNCOOKED TURKEY,AG.01.d.06 [Fowls];AG.01.t.07 [Cooking],AG.01.d.06;AG.01.t.07
12720,A012812,FROZEN MEXICAN-STYLE CORN,AG.01.t.06 [Preserving/pickling];AG.01.i [Corn/cereals/grain],AG.01.t.06;AG.01.i
12721,A012813,UNCOOKED MANICOTTI SHELLS,AG.01.t.07 [Cooking];AG.01.o [Animal food];AG.01.n [Dishes and prepared food],AG.01.t.07;AG.01.o;AG.01.n
12722,A012814,CHICKEN HALVES,AG.01.d.06 [Fowls],AG.01.d.06
12723,A012815,CHICKEN CUT SIDE,AG.01.d.06 [Fowls],AG.01.d.06
12724,A012816,BROWN BRISKET,AG.01 [Food],AG.01
12725,A012817,SHALLOW OIL,AG.01.f [Fat/oil],AG.01.f
12726,A012818,ADDITIONAL SALSA VERDE,AG.01.l.04 [Sauce/dressing],AG.01.l.04
12727,A012819,ADDITIONAL SALSA,AG.01.l.04 [Sauce/dressing],AG.01.l.04
12728,A012820,SEASONED GROUND BEEF,AG.01.d.03 [Beef];AG.01.t.05 [Preparation for table/cooking],AG.01.d.03;AG.01.t.05
12729,A012821,TOP TORTILLA,AG.01.n.11 [Bread];AG.01.n.12 [Pancake/tortilla/oatcake],AG.01.n.11;AG.01.n.12
12730,A012822,FROZEN MIXED VEGETABLES,AG.01.t.06 [Preserving/pickling],AG.01.t.06
12731,A012823,CHICKENS,AG.01.d.06 [Fowls],AG.01.d.06
12732,A012824,SEASONED TUNA,AG.01.t.05 [Preparation for table/cooking],AG.01.t.05
12733,A012825,BROWN PORK CHOPS,AG.01.d.05 [Pork];AG.01.d [Animals for food];AG.01.o [Animal food],AG.01.d.05;AG.01.d;AG.01.o
12734,A012826,QUARTER ONION,AG.01.h.02.e [Onion/leek/garlic],AG.01.h.02.e
12735,A012827,SERRANO CHILES,AG.01 [Food],AG.01
12736,A012828,RESERVED CHICKEN BROTH,AG.01.d.06 [Fowls];AG.01.m [Substances for food preparation];AG.01.n.02 [Soup/pottage],AG.01.d.06;AG.01.m;AG.01.n.02
